query,doc,label
sci.med," There's a pretty good article in the the March 6, 1993 New Scientist titled ""Pouring cold water on Lorenzo's oil"".  The article states that research has shown that the oil has no discernable effect on the progression of the disease in patients in which demyelination has begun.  In patients with AMN (a less acute form of the same disease) there is some improvement seen in the ability of nerve fibres to conduct impulses.  In ALD patients who have not yet begun demyelination, the jury is still out.",1
sci.med,,0
comp.os.ms-windows.misc,"From article <1rc07h$ern@olivea.ATC.Olivetti.Com>, by manu@oas.olivetti.com (Manu Das):  The window is probobly on top but the lower windows are drawing over it. Try using WS_CLIPSIBLING to keep the lower siblings from drawing on the top sibling's space. -- ",1
comp.os.ms-windows.misc," Does this organization have an official e-mail address these days? (an address for any of the SF Bay Area Lodges, e.g. Thelema would do.)                                       93...                                        A.Lizard ",0
talk.politics.misc," Which, considering the amount Bush&congress added to it, would be a not-inconsiderable achievement.  While we're on the subject, I also believe that the supply-side claim that reducing taxes raised revenue is also false, because they typically factor in SocSec taxes, which were *raised* a considerable amount, at the same time that income taxes were cut.  If you look at income tax revenue alone, it fell after after the cuts began, and didn't recover for several years. By then, record deficits were well entrenched.  *crunch, crunch*",1
talk.politics.misc,"--  In the R5 file fix-01 there is the line that reads as the subject line here.  I don't see a file fix-00.  When I got a few Hmmm... lines putting on fix-01, it made me wonder if I has missed 00. Am I off the mark?  Thank you.   ====================================================================== Ray Stell		stellr@smyrna.cc.vt.edu		(703) 231-4109",0
comp.sys.ibm.pc.hardware,"Build 59 causes 2 exceptions when I exit Windows. In fact, I have had this happen on all builds after 44, which shipped with my Gateway system.  Am I doing something wrong, or is this problem commonly overlooked?",1
comp.sys.ibm.pc.hardware,"First you find a congenial member of the opposite sex ... -- Thomas Clarke Institute for Simulation and Training, University of Central FL 12424 Research Parkway, Suite 300, Orlando, FL 32826 (407)658-5030, FAX: (407)658-5059, clarke@acme.ucf.edu",0
alt.atheism,  No it didn't.  The motto has been on various coins since the Civil War. It was just required to be on *all* currency in the 50's.,1
alt.atheism," Wasn't there an 85,000 New York at Cleveland game in the late 40's?",0
talk.politics.mideast,"  Any state that the CIA does not control is called ""state that is linked to terrorism/militants/fundamentalists etc.."" Meanwhile Even Egyptian ""experts"" who hate The Islamic movement admit that what is happening in Egypt is spontaneous and most of the time a reaction to what the government does.  ...  Can anybody see any contradiction between the above and the first paragraph?  Does anybody know what the UPI original article's title was?",1
talk.politics.mideast," Does this organization have an official e-mail address these days? (an address for any of the SF Bay Area Lodges, e.g. Thelema would do.)                                       93...                                        A.Lizard ",0
rec.motorcycles,"   As the owner of a V65 Sabre (shaftie), I can answer from personal experience:  Aieeeeeeeeeeeeeeeeeeeeeeeeeeee!",1
rec.motorcycles," Indeed, an extreme example.  It came ""out of nowhere.""  The connection Kekule saw between it and his problem is fortunate but not extraordinary. I, for example, often receive/conjure solutions (hypotheses for solutions)  to my everyday problems at moments when I appear to myself to be occupied  with activities quite removed.  Algorithms for that new software feature come when I trample the meadow on my occasional runs.  Alternative (better>) ways  to instruct and rear my sons arrive while I weed the garden.  I'll swear I am  not thinking about any of it when ideas come.     These ideas are not the stuff of ""great"" discoveries, of course, but my connecting them to particular problems is fraught with deliberation and occasional fits of rationality.   Yes.  And he was lucky to have such a colorful, vivid image.  I, alas, will never figure out why returning worms to the loose soil of my garden brought,  ""have him count objects instead of merely count"" to mind regarding my 2  year-old's fledging arithmetic skills.   The latter.  Worms wiggling around in the dirt fascinate my son.  Regards,  Ted ",0
